no,kategori,kode_barang,nama_barang,nomor_urut_pendaftaran,nomor_register,merk_type,ukuran_cc,bahan,tahun_perolehan,nomor_pabrik,nomor_rangka,nomor_mesin,nomor_polisi,nomor_bpkb,ruang_lokasi,asal_usul,harga_rp,keterangan
1,A. INTRA KOMPATABEL,02.02.01.01.003,Station Wagon,04010030002000001,000001,TOYOTA / NEW AVANZA VELOZ 1.5 M/T,01495 cc,Besi,2013,,MHKM1CA4JDKO52467,DDX5480,G 9508 FE,,Depan kantor,Pembelian,184960000,(Kendaraan Dinas Roda 4)
2,A. INTRA KOMPATABEL,02.02.01.04.001,Sepeda Motor,04010030002000002,000002,Yamaha/Crypton / Cripton/T105 E,00105 cc,Besi,2000,,MH34ST002YK272324,4ST403227,G9962E,B 0141135I,Staf,Pembelian,9265000,(Sepeda Motor)
3,A. INTRA KOMPATABEL,02.02.01.04.001,Sepeda Motor,04010030002000004,000005,Yamaha  / IFD,115 cc,Besi,2014,,MH31FD005FJ07789,1FD077399,G9676N,L 13252171,Staf,Pembelian,14670000,dipakai Kasubag Bankum
4,A. INTRA KOMPATABEL,02.02.02.02.001,Sepeda,04010030002000005,000001,Poligon   / -,-,BESI,2017,,-,-,-,-,Kabag,Pembelian,6406364,Pembelian Sepeda Poligon
5,A. INTRA KOMPATABEL,02.05.01.01.004,Mesin Ketik Listrik,04010030002000239,000001,Brother / GX8250,,Plastik,2021,-,-,-,-,-,Staf,Pembelian,3300000,Pembelian Mesin Ketik Listrik
6,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000008,000001,Brother / -,P 91 T 183 L465,Besi,1988,,-,-,-,-,Staf,Pembelian,500000,(Lemari Besi 4 sap)
7,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000009,000002,Brother / -,,Besi,2001,,-,-,-,-,Staf,Pembelian,1100000,(Lemari Besi)
8,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000010,000003,Brother / 2 pt / -,-,Besi,2001,,-,-,-,-,Staf,Pembelian,1100000,(Lemari Besi)
9,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000011,000004,Brother / -,-,Besi,2002,,-,-,-,-,Arsip,Pembelian,1200000,(Lemari Besi)
10,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000012,000006,Brother / -,"P 91 T 183 L 46,5",Besi,2002,,-,-,-,-,Staf,Pembelian,1200000,(Lemari Besi)
11,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000013,000009,Brother / -,"P 91 T 183 L 46,5",Besi,2002,,-,-,-,-,Arsip,Pembelian,1240000,Lemari besi
12,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000014,000012,Brother / -,"T 91 T 183 L 46,5",Besi,2002,,-,-,-,-,Staf,Pembelian,1240000,Lemari besi
13,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000015,000014,Brother / -,"P 91 T 183 L 46,5",Besi,2002,,-,-,-,-,Staf,Pembelian,1240000,Lemari besi
14,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000016,000017,Brother / -,"P 91 T 183 L 46,5",Besi,2002,,-,-,-,-,JDIH,Pembelian,1240000,Lemari besi
15,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000017,000018,LUFO / -,"P 01 T 183 L 46,5",Besi,2002,,-,-,-,-,Staf,Pembelian,1240000,Lemari besi
16,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000018,000019,LUFO / -,"P 91 T 183 L 46,5",Besi,2002,,-,-,-,-,Arsip,Pembelian,1240000,Lemari besi
17,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000019,000020,LUFO / -,"P 91 T 183 L 46,5",Besi,2002,,-,-,-,-,Arsip,Pembelian,1240000,Lemari besi
18,A. INTRA KOMPATABEL,02.05.01.04.001,Lemari Besi/Metal,04010030002000020,000021,LUFO / -,"P 91 T 183 L 46,5",Besi,2002,,-,-,-,-,Kabag,Pembelian,1240000,Lemari Besi
19,A. INTRA KOMPATABEL,02.05.01.04.002,Lemari Kayu,04010030002000040,000005,- / -,-,Kayu,1996,,-,-,-,-,JDIH,Pembelian,850000,Di mutasi ke kelurahan Pesurungan Lor.
20,A. INTRA KOMPATABEL,02.05.01.04.002,Lemari Kayu,04010030002000041,000006,- / -,-,Kayu,1996,,-,-,-,-,JDIH,Pembelian,850000,Di mutasi ke kelurahan pesurungan Lor
21,A. INTRA KOMPATABEL,02.05.01.04.002,Lemari Kayu,04010030002000042,000008,u/ Buku / -,-,Kayu,2000,,-,-,-,-,JDIH,Pembelian,500000,Di Mutasi ke kelurahan Pesurungan Lor
22,A. INTRA KOMPATABEL,02.05.01.04.002,Lemari Kayu,04010030002000043,000011,Arsip / -,-,Kayu,2001,,-,-,-,-,JDIH,Pembelian,750000,"(Lemari Kayu pintu 2),Di Mutasi ke Kelurahan pesurungan lor."
23,A. INTRA KOMPATABEL,02.05.01.04.003,Rak Besi,04010030002000025,000005,- / -,-,Besi,2002,,-,-,-,-,Arsip,Pembelian,1240000,Rak Besi Perpustakaan
24,A. INTRA KOMPATABEL,02.05.01.04.004,Rak Kayu,04010030002000026,000002,- / -,-,Kayu,1988,,-,-,-,-,Arsip,Pembelian,450000,(Rak Kayu 4 saf)
25,A. INTRA KOMPATABEL,02.05.01.04.004,Rak Kayu,04010030002000027,000003,Buku / -,P 160 L 38 T 180,Kayu,1988,,-,-,-,-,Arsip,Pembelian,450000,(Rak Kayu 4 saf)
26,A. INTRA KOMPATABEL,02.05.01.04.005,Filing Cabinet Besi,04010030002000029,000005,NIK / 3 laci / -,-,Besi,1998,,-,-,-,-,Staf,Pembelian,650000,(Filling Cabinet)
27,A. INTRA KOMPATABEL,02.05.01.04.005,Filing Cabinet Besi,04010030002000030,000006,Brother / 4 laci / -,-,Besi,2001,,-,-,-,-,Staf,Pembelian,1000000,(Filling Cabinet)
28,A. INTRA KOMPATABEL,02.05.01.04.005,Filing Cabinet Besi,04010030002000031,000007,Brother / -,-,Besi,2001,,-,-,-,-,Staf,Pembelian,1000000,(Filling Cabinet 4 Sap)
29,A. INTRA KOMPATABEL,02.05.01.04.005,Filing Cabinet Besi,04010030002000032,000008,LUFO 4 laci / -,P 62 L 46 T 134,Besi,2007,,-,-,-,-,Staf,Pembelian,1540000,(Filing Kabinet)
30,A. INTRA KOMPATABEL,02.05.01.04.027,Lemari Kaca,04010030002000033,000001,LUFO / -,"P 91 T 183 L 46,5","Besi, kaca",2007,,-,-,-,-,Arsip,Pembelian,1760000,(Almari Kaca pintu dorong)
31,A. INTRA KOMPATABEL,02.05.01.04.027,Lemari Kaca,04010030002000034,000002,LUFO / -,"P 91 T 183 L 46,5","Besi, kaca",2007,,-,-,-,-,Arsip,Pembelian,1760000,(Almari Kaca pintu dorong)
32,A. INTRA KOMPATABEL,02.05.01.04.027,Lemari Kaca,04010030002000035,000003,- / -,-,Kayu & Kaca,2007,,-,-,-,-,JDIH,Pembelian,2172500,(Almari Perpustakaan) Di Mutasi ke kelurahan pesurungan Lor.
33,A. INTRA KOMPATABEL,02.05.01.04.027,Lemari Kaca,04010030002000166,000004,Alba / -,"P 91 T 183 L 46,5",Besi & Kaca,2019,-,-,-,-,-,Staf,Pembelian,4400000,Pengadaan Lemari Arsip Kaca Pintu Geser
34,A. INTRA KOMPATABEL,02.05.01.04.027,Lemari Kaca,04010030002000167,000005,Alba / -,"P 91 T 183 L 46,5",-,2019,-,-,-,-,-,Staf,Pembelian,4400000,Pengadaan Lemari Arsip Kaca Pintu Geser
35,A. INTRA KOMPATABEL,02.05.01.04.027,Lemari Kaca,04010030002000168,000006,Alba / -,"P 91 T 183 L 46,5",Besi & Kaca,2019,-,-,-,-,-,Staf,Pembelian,4400000,Pengadaan Lemari Arsip Kaca Pintu Geser
36,A. INTRA KOMPATABEL,02.05.01.04.027,Lemari Kaca,04010030002000169,000007,Alba / -,"P 91 T 183 L 46,5",Besi & Kaca,2019,-,-,-,-,-,Staf,Pembelian,4400000,Pengadaan Lemari Arsip Kaca Pintu Geser
37,A. INTRA KOMPATABEL,02.05.01.05.010,Alat Penghancur Kertas,04010030002000044,000001,Secure / -,-,campuran,2014,,-,-,-,-,Staf,Pembelian,1745454,(Mesin Penghancur kertas)
38,A. INTRA KOMPATABEL,02.05.01.05.010,Alat Penghancur Kertas,04010030002000045,000002,GBC SHRED MASTER / -,-,Campuran,2018,,-,-,-,-,Staf,Pembelian,6950000,MESIN PENGHANCUR KERTAS OTOMATIS GBC SHRED MASTER
39,A. INTRA KOMPATABEL,02.05.01.05.012,Mesin Absensi,04010030002000046,000001,Finger Sport / -,-,Plastik,2013,,-,-,-,-,Depan kantor,Pembelian,4982000,(Mesin Absensi)
40,A. INTRA KOMPATABEL,02.05.01.05.043,LCD Projector/Infocus,04010030002000204,000001,Sony,,,2014,04010030002000048A,-,-,-,-,Arsip,Pembelian,10104545,(LCD Projector)
41,A. INTRA KOMPATABEL,02.05.01.05.053,Focusing Screen/Layar LCD Projector,04010030002000205,000002,ALPHA,,,2015,04010030002000049A,-,-,-,-,Arsip,Pembelian,1200000,Layar Proyektor
42,A. INTRA KOMPATABEL,02.05.02.01.002,Meja Kerja Kayu,04010030002000060,000019,- / -,P 52 L 37 T 75,Kayu,2000,,-,-,-,-,JDIH,Pembelian,400000,(Meja Kayu)
43,A. INTRA KOMPATABEL,02.05.02.01.002,Meja Kerja Kayu,04010030002000061,000020,- / -,P 52 L 37 T 75,Kayu,2000,,-,-,-,-,Kabag,Pembelian,400000,(Meja Kayu)
44,A. INTRA KOMPATABEL,02.05.02.01.002,Meja Kerja Kayu,04010030002000063,000024,- / -,P 150 L 74 T 75,Kayu,2000,,-,-,-,-,Staf,Pembelian,400000,(Meja Kayu)
45,A. INTRA KOMPATABEL,02.05.02.01.002,Meja Kerja Kayu,04010030002000064,000026,- / -,P 182 L 87 T 75,Kayu,2001,,-,-,-,-,Kabag,Pembelian,425000,(Meja Kayu)
46,A. INTRA KOMPATABEL,02.05.02.01.002,Meja Kerja Kayu,04010030002000065,000027,- / -,P 120 L 63 T 75,Kayu,2006,,-,-,-,-,Staf,Pembelian,2280000,(MejaKursi Kayu)
47,A. INTRA KOMPATABEL,02.05.02.01.002,Meja Kerja Kayu,04010030002000066,000028,- / -,P 120 L 63 T 75,Kayu,2006,,-,-,-,-,Staf,Pembelian,2280000,(Meja Kursi Kayu)
48,A. INTRA KOMPATABEL,02.05.02.01.003,Kursi Besi/Metal,04010030002000068,000002,Fentoni/Putar / -,-,Besi,1995,,-,-,-,-,JDIH,Pembelian,450000,(Kursi Besi)
49,A. INTRA KOMPATABEL,02.05.02.01.003,Kursi Besi/Metal,04010030002000070,000025,Isebel Putar / -,-,campuran,2002,,-,-,-,-,JDIH,Pembelian,400000,(Kursi Besi)
50,A. INTRA KOMPATABEL,02.05.02.01.008,Meja Rapat,04010030002000192,000001,HPL TACO / TH 134 AA Dawn concord,PxLxT = 400x150x80,Multipek,2020,,,,,,JDIH,Pembelian,13755000,Barjas Pengadaan Meja
51,A. INTRA KOMPATABEL,02.05.02.01.030,Kursi Rapat,04010030002000170,000001,Chitose,T 85 P 40 L 40,"Besi, busa",2019,-,-,-,-,-,JDIH,Pembelian,495000,Pengadaan Kursi Rapat Chitose
52,A. INTRA KOMPATABEL,02.05.02.01.030,Kursi Rapat,04010030002000171,000002,Chitose,T 85 P 40 L 40,"Besi, busa",2019,-,-,-,-,-,Staf,Pembelian,495000,Pengadaan Kursi Rapat Chitose
53,A. INTRA KOMPATABEL,02.05.02.01.030,Kursi Rapat,04010030002000172,000003,Chitose,T 85 P 40 L 40,"Besi, busa",2019,-,-,-,-,-,Staf,Pembelian,495000,Pengadaan Kursi Rapat Chitose
54,A. INTRA KOMPATABEL,02.05.02.01.030,Kursi Rapat,04010030002000173,000004,Chitose,T 85 P 40 L 40,"Besi, busa",2019,-,-,-,-,-,Staf,Pembelian,495000,Pengadaan Kursi Rapat Chitose
55,A. INTRA KOMPATABEL,02.05.02.01.030,Kursi Rapat,04010030002000174,000005,Chitose,T 85 P 40 L 40,"Besi, busa",2019,-,-,-,-,-,Staf,Pembelian,495000,Pengadaan Kursi Rapat Chitose
